施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
"医療法人社団ウィミンズ・ウェル
ネス 女性ライフクリニック新宿",160-0022,東京都新宿区新宿3-14-1 新宿伊勢丹地下2F,03-6273-1220,http://w-wellness.com/,有,"火～日：11:00～19:00
月曜は休診（月曜が祝日の場合は翌日）
ご来院前にホームページやお電話でご確認ください",有,東京都,新宿区,13104,35.691074,139.704651
"医療法人社団白千代会 貴子
レディースクリニック",169-0073,東京都新宿区百人町１－２４－２ カメリアコート新宿２Ｆ,03-5386-1155,http://www.takako-ladies.com,"有
婦人科","平日 10：00-13：00 15：00-18：00
土 10：00-13：00 15：00-17：30",有,東京都,新宿区,13104,35.698166,139.697693
神楽坂レディースクリニック,162-0825,東京都新宿区神楽坂５－３２ 近江屋ビル４Ｆ,03-5579-2198,http://kagurazaka-lady-clinic.com,"有
婦人科","月・水・金 9：30-13：00 15：00-18：00
土 9：30-14：00",有,東京都,新宿区,13104,35.701912,139.738419
なでしこ女性診療所,169-0075,東京都新宿区高田馬場１－１ メトロシティ西早稲田２Ｆ,03-6233-8228,https://nadeshiko-women.com/,有,"月・火・木・金 9：30-12：45 14：30-18：15
水 9：30-12：45
土 9：30-11：45 13：00-15：45",有,東京都,新宿区,13104,35.708923,139.708923
まきレディスクリニック,169-0075,東京都新宿区高田馬場１－２８－１８ 和光ビル２Ｆ,03-6457-6123,https://maki-lc.jp/,有,"月・水・金 10：00-19：00
木 10：00-13：30
土 10：00-17：00",有,東京都,新宿区,13104,35.711582,139.704941
"医療法人社団しらゆき ジャスミ
ンレディースクリニック新宿",160-0022,東京都新宿区新宿３－３０－１１ 新宿高野第二ビル４Ｆ,03-5315-4920,https://jlc.tokyo/,有,月・火・木・金・日 11：00-14：00 16：00-20：00,有,東京都,新宿区,13104,35.691292,139.703674
"新宿駅前さくらレディースクリ
ニック",160-0023,東京都新宿区西新宿１－３－１７ 新宿第１アオイビル９Ｆ,03-5989-0022,https://www.shinjyuku-sakura.jp/,有,"平日 11：00-15：00 17：00-22：00
土・日・祝 11：00-18：00",有,東京都,新宿区,13104,35.693432,139.698669
ケイ・レディースクリニック新宿,163-0605,東京都新宿区西新宿１－２５－１ 新宿センタービル５Ｆ,03-3343-9555,www.klcs.jp,有,"月・木・金・土 11：00-12：30 14：30-18：30
日 11：00-12：30 14：30-17：30",有,東京都,新宿区,13104,35.691788,139.696381
"医療法人社団ＳＫ医新会 曙橋
レディースクリニック",162-0065,東京都新宿区住吉町１－１２ 新宿曙橋ビル２Ｆ,03-5919-8828,http://www.aklady.com/,有,"平日 10：00-12：30 15：30-18：30
土 10：00-12：30",有,東京都,新宿区,13104,35.692268,139.721863
"医療法人社団新宿レディースク
リニック会 新宿レディースクリ
ニック",163-1332,"東京都新宿区西新宿６－５－１ 新宿アイランドタワー３２
階",03-3340-1971,https://www.1971fujinka.jp/,"有
産婦人科",平日・土・日・祝 9：30-19：00,有,東京都,新宿区,13104,35.692986,139.693329
近藤医院,113-0021,東京都文京区本駒込５－６０－６,03-3821-1804,http://www.catnet.ne.jp/h-kondo/,有,"月・水・木・金・土 9：00-13：00 15：00-18：30
火 9：00-13：00",有,東京都,文京区,13105,35.73394,139.75293
一宮クリニック,113-0033,東京都文京区本郷２－２７－８ 太陽館ビル１Ｆ,03-3818-5371,www.ichimiyaclinic.com,"有
産婦人科","月・火・金 9：30-18：30
水・木・土 9：30-13：00",有,東京都,文京区,13105,35.706036,139.759918
"医療法人社団光樹会 白山レ
ディースクリニック",112-0001,東京都文京区白山５－３６－９ 白山麻の実ビル９Ｆ,03-5689-3070,http://hakusanladies.com/,有,"平日 9：30-13：00 14：30-18：15
土 9：30-13：00",有,東京都,文京区,13105,35.720646,139.751846
サン・ヒルレディースクリニック,113-0022,東京都文京区千駄木５－３－１０－２Ｆ,03-3823-8828,http://.www.sunhill-lc.net,"有
産婦人科","平日 10：00-12：30 14：45-17：45
土 10：00-12：30",有,東京都,文京区,13105,35.725014,139.759918
後楽園ウィメンズクリニック,113-0033,東京都文京区本郷１－３３－８ ハウス本郷ビル４Ｆ,03-5689-5500,https://korakuen-womens.jp/,有,"月・火・木・金 9：30-12：00 14：00-18：00
土 9：30-13：00",有,東京都,文京区,13105,35.705872,139.754608
かみやレディースクリニック,113-0021,東京都文京区本駒込２－１０－７ 濱田ビル１Ｆ,03-5977-8811,https://kamiya-lc.com/,有,"月火水金 9時30分から12時30分、15時から19時
土 9時30分から12時30分、14時から17時",有,東京都,文京区,13105,35.72773,139.745834
"医療法人社団誠仁メディカル
誠ウイメンズクリニック",112-0014,東京都文京区関口１－１８－６ ユニーブル江戸川橋２Ｆ,03-3513-0355,http://www.sei-clinic.jp,有,"平日 10：00-13：00 13：00-18：30
土 10：00-13：30",有,東京都,文京区,13105,35.709061,139.734268
飯山医院,110-0013,東京都台東区入谷１－７－７,03-3872-7873,,有,"月・水・木・金 9：30-12：00 15：30-17：30
火 9：30-12：00
土 9：30-11：30",有,東京都,台東区,13106,35.720203,139.785217
根津・谷中レディースクリニック,110-0001,東京都台東区谷中１－１－１６,03-3823-2346,http://nezuyanaka.jp/,有,火水金土 19時から21時,有,東京都,台東区,13106,35.719303,139.767654
"医療法人社団ルーチェ会 佐々
木医院",111-0032,東京都台東区浅草５－３３－１２,03-3872-6776,http://www.sasakiiin-luce.jp,有,診療時間内,有,東京都,台東区,13106,35.721577,139.796066
あさくさ産婦人科クリニック,111-0035,東京都台東区西浅草３－２－５,03-3844-9236,http://www.asakusa-sanfujinka.jp,有,"平日9:30‐13:00、15:00-18:30
土曜日9:30-13:00",有,東京都,台東区,13106,35.714436,139.791214
"医療法人社団新宿レディースク
リニック会 上野レディースクリ
ニック",110-0005,"東京都台東区上野２－７－１３ ＪＴＢ損保ジャパン日本興
亜上野共同ビル２Ｆ",03-5812-1971,https://www.ueno-ladies.jp/,"有
産婦人科",平日・土・日・祝 9：30-19：00,有,東京都,台東区,13106,35.709026,139.773102
"医療法人社団悠俊会 上野皮
フ科・婦人科クリニック",110-0015,東京都台東区東上野１－７－１２ 徳永ビル２Ｆ,03-5842-1200,http://www.uenoderma.jp,有,"月・火・水・金 9：30-19：00
木 9：30-12：30
土 9：30-13：00",有,東京都,台東区,13106,35.707966,139.779984
相生産婦人科医院,130-0021,東京都墨田区緑１－７－７,03-3631-0465,,"有
産科・婦人科","木 14：00-19：00
土 9：00-14：00",有,東京都,墨田区,13107,35.693478,139.799072
"医療法人社団 あいウイメンズ
クリニック",130-0013,東京都墨田区錦糸１－５－１４ サンヨー堂錦糸ビル３Ｆ,03-3829-2522,https://www.ai-w.com/,有,月・火・水・金 10：00-12：30 15：00-18：00,有,東京都,墨田区,13107,35.697735,139.810532
大倉医院,131-0031,東京都墨田区墨田１－１０－４,03-3611-4077,"https://www.doctors-search.com/c-
sumida/okuraiin/",有,"平日 9：00-13:00 16：00-19：00
土 9：00-13:00",有,東京都,墨田区,13107,35.727737,139.817474
あんずレディースクリニック,130-0001,東京都墨田区吾妻橋２－３－９ ノエルビル２Ｆ,03-6456-1682,http://www.anzu-ladies.com/,有,"月・火・木・金 10：00-12：30 15：00-18：30
土 9：00-12：30",有,東京都,墨田区,13107,35.708912,139.804138
柳瀬クリニック,136-0076,"東京都江東区南砂７－１－２５ 南砂公園ガーデニア２０６
号",03-3644-1971,,"有
産婦人科","月・火・木・金 9：00-11：30 15：00-18：00
土 9：00-13：30",有,東京都,江東区,13108,35.668396,139.83313
北砂クリニック,136-0073,東京都江東区北砂２－１４－２０,03-3640-5341,,有,"平日 9：00-18：30
土 9：00-12：30",有,東京都,江東区,13108,35.68148,139.827454
百合レディスクリニック,136-0071,東京都江東区亀戸４－１８－４ 亀戸メディカルビル５Ｆ,03-5627-3811,http://www2.odn.ne.jp/yuricl,有,"月・火・木・金 9：30-12：30 15：00-18：00
第2・4・5土 9：30-12：30",有,東京都,江東区,13108,35.701168,139.825531
"医療法人社団理仁会
ツインタワーすみとしクリニック",135-0002,"東京都江東区住吉１－１９－１ ツインタワーすみとし住吉
館２０４",03-3635-0010,http://36350010.com/,有,"月・火・木・金 9：30-12：30 15：00-18：30
水 9：00-12：30
土 10：00-13：00",有,東京都,江東区,13108,35.689758,139.812546
こさかレディースクリニック,135-0004,東京都江東区森下１－１２－１２,03-5638-6730,https://www.kosaka2014.jp/,"有
産婦人科","平日 8：30-12：00 14：30-17：30
土 8：30-12：00
木 休診",有,東京都,江東区,13108,35.687462,139.797897
"医療法人社団東壽会 東峯婦
人クリニック",135-0042,東京都江東区木場５－３－１０ 東寿会ビル本館,03-3630-0303,,有,"平日 9：00-11：30 13：30-17：00
土 9：00-12：00 13：30-15：30",有,東京都,江東区,13108,35.669125,139.808334
"東陽すずらんレディースクリニッ
ク",135-0016,東京都江東区東陽４－８－２１ ＴＳＫ第２ビル３Ｆ,03-5926-5688,,"有
産婦人科","月・火・木・金・土 10：00-12：30
月・火・木・金 15：30-19：00 予約制",有,東京都,江東区,13108,35.670948,139.817413
江クリニック,141-0032,"東京都品川区大崎５－７－１４ 五反田ロイヤルハイツ１０
１",03-3491-3073,,有,"月・火 9：00-13：30
水・金 15：00-18：30
土 9：00-13：30",有,東京都,品川区,13109,35.622414,139.724548
不動前レディースクリニック,141-0031,東京都品川区西五反田５－１１－１３,03-3779-8711,https://fudomae.webnode.jp/,有,"月・火・水・木・金・土 10：00-13：00
月・火・木・金 15：00-19：00",有,東京都,品川区,13109,35.625343,139.713684
らんレディースクリニック,141-0001,"東京都品川区北品川６－５－２７ セントラル品川御殿山６
Ｆ",03-5792-5617,https://www.ran-ladies.com/,有,"月・火・木・金 9：30-12：30 14：00-17：30
土 9：30-14：00",有,東京都,品川区,13109,35.624855,139.731552
さがらレディスクリニック,141-0021,東京都品川区上大崎３－１４－３５ 山手ビル１Ｆ,03-5793-1400,https://sagara-clinic.com/,有,"月・金 9：00-12：00 14：00-17：30
水 14：00-17：30
木 9：00-12：30",有,東京都,品川区,13109,35.629105,139.719772
角レディースクリニック,140-0011,東京都品川区東大井５－２－３おおい元気館３０２,03-5715-3883,,"有
産婦人科","平日 9：30-12：30 15：00-18：00
土 9：30-12：30",有,東京都,品川区,13109,35.608124,139.73584
"医療法人社団雙葉会 はなお
かレディースクリニック",140-0003,東京都品川区南大井６－１７－１５ 第二タジマビル３Ｆ,03-5767-5285,https://www.hanaoka-ladiescclinic.com/,有,"月・水・木・金 9：30-13：00
月 16：00-19：00
水・木・金 15：00-19：00
土 9：30-16：00
予約制",有,東京都,品川区,13109,35.589836,139.729431
"医療法人社団ＪＳＫ 田中レディ
スライフクリニック",153-0063,東京都目黒区目黒３－１０－２,03-3793-1997,https://tanaka-ladies.com/,有,"平日 9：30-12：00 15：00-18：30
土 9：30-13：30",有,東京都,目黒区,13110,35.633408,139.707291
中目黒レディースクリニック,153-0051,東京都目黒区上目黒１－１６－８ クリスタルビル２Ｆ,03-3760-4664,https://www.nakameguro-lc.com/,有,"月・火・木・金 9：30-18：00
土 9：30-12：30",有,東京都,目黒区,13110,35.645699,139.697617
森田レディスクリニック,153-0061,東京都目黒区中目黒１－１－１８ イーストヒル２Ｆ,03-3760-0256,morita-ic.com,有,"月・火・水・金 9：30-17：30
木・土 9：30-12：30",有,東京都,目黒区,13110,35.644897,139.704468
"医療法人社団晴晃会 育良クリ
ニック",153-0051,"東京都目黒区上目黒１－２６－１ 中目黒アトラスタワー４
階・５階",03-3792-4103,https://www.ikuryo.or.jp/,有,"平日 9：00-18：00
土 9：00-16：00
日 9：00-11：00",有,東京都,目黒区,13110,35.644379,139.700027
磯村クリニック,152-0023,東京都目黒区八雲１－１０－１７,03-3723-8841,www.is-clinic.com,有,"月・金 9：00-12：00 15：00-18：00
火・木 15：00-18：00
土 9：00-12：30",有,東京都,目黒区,13110,35.618988,139.671585
"医療法人社団七花会 平田クリ
ニック",152-0032,東京都目黒区平町１－２６－２０,03-3717-7256,http://www.hi-gym.jp,有,"月・水・木・金 9：00-13：00 15：00-19：00
火 9：00-13：00
土 9：00-13：00 15：00-17：00",有,東京都,目黒区,13110,35.617893,139.676727
イノウユキコ婦人クリニック,152-0001,東京都目黒区中央町１－８－１５ アパートメントイラカ１階,03-3760-0810,https://www.inou-cl.com/,有,"月・火・水・金 10：00-11：30 15：00-18：30
土 10：00-11：30",有,東京都,目黒区,13110,35.629498,139.692368
"医療法人社団 徳真会 とくお
かレディースクリニック",152-0031,"東京都目黒区中根１－３－１ 三井住友銀行都立大学駅
前ビル６Ｆ",03-5701-1722,http://www.tokuoka-ladies.com,有,"月・火・水・金 10：00-13：00 15：00-19：00
土 9：00-12：00",有,東京都,目黒区,13110,35.618099,139.675583
桜ウィメンズクリニック,152-0004,東京都目黒区鷹番２－１５－１８ パル学芸大１Ｆ,03-5720-5121,https://sakura-w.jp/,有,"火・水・木・金 9：00-16：30
土 9：00-14：00 （第1婦人科休診）",有,東京都,目黒区,13110,35.629818,139.687103
"祐天寺ウィメンズヘルスクリニッ
ク",153-0052,東京都目黒区祐天寺２－７－２３ ラポルト祐天寺２０２,03-5708-5081,https://satoh-womenshealth.com/,有,"月・火 8：00-12：30 15：00-18：00
木 9：00-12：30 15：00-19：30
金 9：00-12：30 15：00-19：00
土 9：00-14：00 （第1・3 ～16：00）",有,東京都,目黒区,13110,35.636456,139.694168
"自由が丘ちあきレディースクリ
ニック",152-0034,"東京都目黒区緑が丘２－２４－１５ コリーヌ自由が丘ＥＳＴ
１階Ｂ",03-3723-1117,https://chiaki-lc.jp,有,"平日 9：30-12：30 15：00-18：30
土 9：30-13：00",有,東京都,目黒区,13110,35.608795,139.671463
"医療法人社団香潤会 かおりレ
ディースクリニック",152-0004,東京都目黒区鷹番３－１１－８ コート鷹番２Ｆ,03-5704-2856,https://www.kaori-lc.jp/,有,"平日 10：00-13：00 15：00-17：30
土 10：00-13：00 15：00-17：30 第2土 10：00-12：30",有,東京都,目黒区,13110,35.630127,139.684967
産婦人科野口医院,143-0016,東京都大田区大森北４－２５－５,03-3761-1331,www.myclinic.ne.jp〉noguchi,有,"月・火・木・金 9：00-12：00 16：00-19：00
土 9：00-12：00",有,東京都,大田区,13111,35.582436,139.728271
"医療法人社団松英会 馬込中
央診療所",143-0027,東京都大田区中馬込１－５－８,03-3775-5631,http://www.shoeikai.com/shinryo/sanfujinka/,有,"月・水・木 9：00-17：30
金 14：00-17：30
第1・3・5土 9：00-12：30",有,東京都,大田区,13111,35.597046,139.707321
久が原産婦人科,145-0074,東京都大田区東嶺町２９－１１,03-3755-0303,,有,"平日 9：00-18：00
土 9：00-12：00",有,東京都,大田区,13111,35.580246,139.685272
永石医院,145-0066,東京都大田区南雪谷２－１０－２,03-3728-0345,http://www.nagaishi-iin.com,有,"月曜日9：00-12:00
水曜日9:00-12:00 15:00-19:00
金曜日13:00-16:00
土曜日9:00-12:00（隔週）",有,東京都,大田区,13111,35.591606,139.682907
塩口産婦人科医院,146-0091,東京都大田区鵜の木２－１６－１０,03-3758-3660,www.shioguchi-obgyn.com,有,"月・火・水・木・金・土 9：00-11：30
月・火・木・金 15：00-18：00",有,東京都,大田区,13111,35.575329,139.679382
梅屋敷産婦人科,144-0052,東京都大田区蒲田２－５－１０,03-3732-3456,,有,"金 14：00-18：00
土 9：00-13：00",有,東京都,大田区,13111,35.567013,139.726242
"医療法人社団月陽会 萩中診
療所",144-0047,東京都大田区萩中２－９－１５,03-3742-2477,https://haginaka-clinic.com,"有
産婦人科","月 9：00-11：30
木 9：30-12：00
火・木・土 9：00-12：00
金 9：00-12：00 13：00-17：00",有,東京都,大田区,13111,35.55069,139.729721
"医療法人社団暁明会 井上メ
ディカルクリニック",146-0092,東京都大田区下丸子４－２１－１３ プレイスモール２Ｆ,03-3756-6278,http://www.kyomeikai-imc.com,有,"月・火・水・金 10：00-13：00 15：00-18：30
土 10：00-15：00",有,東京都,大田区,13111,35.568829,139.67923
としこレディースクリニック,144-0052,東京都大田区蒲田５－４０－７ 大塚ビル２Ｆ,03-5711-7373,www.toshiko-lc.com,有,"月・火・木・金・土 10：00-18：00
水・日・祝 休診",有,東京都,大田区,13111,35.560703,139.71666
"医療法人社団善方会 田園調
布オリーブレディースクリニック",145-0071,東京都大田区田園調布２－４０－１９ フォースＤＣ２Ｆ,03-3721-8008,https://olive-lc.com/,有,"月 10：00-13：00 15：00-18：00
火 10：00-13：00
水・木・金 10：00-13：00 15：00-19：00
土 10：00-13：00",有,東京都,大田区,13111,35.595795,139.667725
"医療法人社団一生会 平和島
レディースクリニック",143-0016,"東京都大田区大森北６－２６－２８ ＧＯＧＯクリニックビル
５Ｆ",03-5763-0888,http://www.heiwajima-ladies.com/,有,"月・火・木 10：00-20：00
水・金 10：00-17：00",有,東京都,大田区,13111,35.578453,139.732285
"医療法人社団ＢＯＨ 伊藤メディ
カルクリニック",144-0052,東京都大田区蒲田５－２７－１０ 蒲田ＴＫビル３Ｆ,03-3731-2122,https://www.ito-medical.com,"有
産婦人科","平日 9：30-17：00
土 9：00-15：00",有,東京都,大田区,13111,35.562057,139.720596
とちぎクリニック,143-0023,東京都大田区山王２－１９－８,03-3777-7712,http://www.tochigiclinic-com,"有
産婦人科","月・火・木・金 9：30-18：00
土 9：30-12：30",有,東京都,大田区,13111,35.591141,139.723434
"医療法人社団 高愛会 大鳥居
医院",144-0034,東京都大田区西糀谷３－８－１６,03-3741-0118,https://ootorii-iin.or.jp,有,"月・火・水・金 9：00-12：00 15：00-17：00
木・土 9：00-12：00",有,東京都,大田区,13111,35.555683,139.73851
"医療法人社団鶴松会 成城松
村クリニック",157-0073,東京都世田谷区砧８－２３－３,03-5727-0878,https://www.seijo-keikoclub.com/,有,"月・火・木 9：30-12：30 14：30-18：00
金 9：30-12：30
土9：30-12：30 13：30-17：00",有,東京都,世田谷区,13112,35.640835,139.604752
"医療法人社団 ローズレディー
スクリニック・２ｎｄ",158-0082,東京都世田谷区等々力２－１８－１１,03-3703-5511,http://www.roseladiesclinic.jp,有,月～土 9：30-17：00,有,東京都,世田谷区,13112,35.606762,139.652878
三宅宮コパレディースクリニック,158-0093,東京都世田谷区上野毛３－２３－２２,03-3702-5800,,有,"月火金 11時から14時、15時から19時
水 14時から19時
土 11時から14時
日祝 11時から13時（不定期）",有,東京都,世田谷区,13112,35.610592,139.634857
"三軒茶屋ペルソナレディースク
リニック",154-0004,"東京都世田谷区太子堂４－２６－１２ くらしの友三軒茶屋
ビル５Ｆ",03-5779-4888,https://persona-ladies.com/,有,"月・水・木・土 10：00-13：00 15：00-19：00
火 16：00-20：00
日 9：00-13：00",有,東京都,世田谷区,13112,35.64542,139.670319
"医療法人社団十進会 波平レ
ディスクリニック",156-0052,東京都世田谷区経堂２－１７－１,03-5477-0236,,有,月・火・水・木・金・土 9：00-12：00 14：30-19：00,有,東京都,世田谷区,13112,35.65136,139.634109
藤田医院,158-0085,東京都世田谷区玉川田園調布１－８－１,03-3721-0611,"https://www.sanfujinka-
navi.ne.jp/hospital.php?hid=46",有,"火・木・金 9：00-12：00 14：00-16：00 16：00-18：00（予約）
土 9：00-12：00",有,東京都,世田谷区,13112,35.598843,139.667923
"医療法人社団ウィング にしな
レディースクリニック",158-0097,東京都世田谷区用賀４－５－２０ アドバンス高荒２Ｆ,03-5797-3247,www.nishina-clinic.com,有,"平日 10：00-19：00
土 10：00-13：00",有,東京都,世田谷区,13112,35.626209,139.632843
用賀レディースクリニック,158-0098,東京都世田谷区上用賀３－８－１１,03-5491-5137,http://www.llyoga-lady.com,有,平日 9：30-19：00,有,東京都,世田谷区,13112,35.63203,139.629349
ナガイクリニック,158-0083,東京都世田谷区奥沢５－１９－１４,03-5731-9557,www.drnagais-clinic.com,"有
婦人科","平日・土・日・祝 10：00-18：00
予約制",有,東京都,世田谷区,13112,35.605507,139.668671
"医療法人社団ひつじ会三軒茶
屋メリーレディースクリニック",154-0004,東京都世田谷区太子堂２－１５－１ 野村三軒茶屋ビル２Ｆ,03-5433-1162,http://merry-ladies-clinic.com/,有,"平日 9：30-19：00
土 9：00-12：30",有,東京都,世田谷区,13112,35.643955,139.671661
"医療法人社団藤慶会 藤沢クリ
ニック",157-0067,東京都世田谷区喜多見８－１８－１０ 小泉ビル１Ｆ,03-5727-1212,https://fujisawa-clinic.com/,"有
産婦人科","平日 9：00-17：30
土 9：00-12：00",有,東京都,世田谷区,13112,35.636284,139.587814
成城マタニティクリニック,157-0066,東京都世田谷区成城１－１－２,03-5727-5335,https://www.seijo-mc.com/,有,"月・火・水・金 9：00-17：00
土 9：00-12：30",有,東京都,世田谷区,13112,35.632664,139.605865
菊池産婦人科,156-0051,東京都世田谷区宮坂３－２９－１,03-3420-0727,https://kikuchisanfujinka.com/sp/index.html,有,"月・火・水・金 9：00-12：00 15：00-18：00
土 9：00-12：00 13：00-14：00",有,東京都,世田谷区,13112,35.655014,139.63443
こまざわレディースクリニック,154-0012,東京都世田谷区駒沢１－１９－８ アーバネスト駒沢２Ｆ,03-6805-2881,www.kpmazawa-ic.com,有,月・火・水・木 9：00-12：00 15：00-19：00,有,東京都,世田谷区,13112,35.631081,139.657196
めぐみウィメンズクリニック,156-0051,東京都世田谷区宮坂３－１３－６ すずらん会館２０２,03-5426-1177,http://www.megumi-w-clinic.com,有,"平日9:00-11:30,15:00-17:30
土曜 9:00-11:30",有,東京都,世田谷区,13112,35.652794,139.636963
池ノ上産婦人科,155-0031,東京都世田谷区北沢１－４１－６,03-3467-4608,https://www.sanfujin.com/,有,"平日 9：00-16：00
土 13：30-16：00",有,東京都,世田谷区,13112,35.66103,139.670593
依田レディスクリニック,155-0031,東京都世田谷区北沢２－２６－３ 小川ビル２階,03-3469-0828,http://www.yoda-clinic.com/,有,月・火・木・金・土 10：00-12：30 14：00-17：00,有,東京都,世田谷区,13112,35.661842,139.666214
"医療法人社団 青木産婦人科
医院",156-0044,東京都世田谷区赤堤５－３０－１５,03-3327-0702,http://aoki-sanfujinka.jp,有,"月・火・水・金 9：00-11：45 15：00-17：45
木・土 9：00-11：45",有,東京都,世田谷区,13112,35.665287,139.638809
ユリクリニック,156-0054,東京都世田谷区桜丘２－２５－３,03-3706-8224,,有,"平日 10：00-18：00
土 10：00-12：00",有,東京都,世田谷区,13112,35.646198,139.622147
"医療法人社団 冬城産婦人科
医院",158-0081,東京都世田谷区深沢６－２０－８,03-3701-5681,https://www.fuyukilc.or.jp,有,"月・火・水・金 9：00-12：00 14：00-18：00
木・土 9：00-12：00",有,東京都,世田谷区,13112,35.625175,139.649948
せきぐちクリニック,156-0055,東京都世田谷区船橋１－１６－１,03-3429-4181,www.sekiguchi-clinic.net,有,月・火・木・金 8：30-17：30,有,東京都,世田谷区,13112,35.649872,139.623795
広尾レディース,150-0013,"東京都渋谷区恵比寿１－１２－１ ＣＲＤ Ｅｂｉｓｕ－１ｓｔ ５
Ｆ",03-5447-2900,http://www.hiroo-ladies.com,有,"平日 10：00-13：00 14：30-19：00
土 10：00-14：00",有,東京都,渋谷区,13113,35.646912,139.711838
"医療法人社団雄秀会 渋谷文
化村通りレディスクリニック",150-0043,東京都渋谷区道玄坂２－２３－１２ フォンティスビル５階,03-5428-6118,https://www.shibuya-bunkamuradori-ladies.jp/,有,"月・水・木 10：00-13：00 15：0-19：00
土・日 10：00-15：00",有,東京都,渋谷区,13113,35.660118,139.695877
よよぎ女性診療所,151-0063,"東京都渋谷区富ケ谷１－８－３ 安達ビジネス・パーク・ビ
ル ４Ｆ",03-6804-8839,https://yoyogi-josei-45.com,有,"月・火・水・金 9：30-12：30 15：00-19：00
土 9：30-14：00",有,東京都,渋谷区,13113,35.669102,139.690506
"医療法人社団霞山会 ＭＹメ
ディカルクリニック",150-0042,"東京都渋谷区宇田川町２０－１７ ＮＭＦ渋谷公園通りビル
５Ｆ",03-6452-5100,https://www.mymc.jp,"有
婦人科","平日 9：00-12：00 13：00-16：30 18：00-20：15
土 9：00-12：00 13：00-16：30",有,東京都,渋谷区,13113,35.661064,139.700516
"医療法人社団新宿レディースク
リニック会 渋谷レディースクリ
ニック",150-0002,東京都渋谷区渋谷１－７－７ 住友不動産青山通ビル２Ｆ,03-3346-1971,https://www.shibuya-ladies.jp/,"有
産婦人科",平日・土・日・祝 9：30-19：00,有,東京都,渋谷区,13113,35.660442,139.706024
"医療法人社団しらゆき ジャスミ
ンレディースクリニック渋谷",150-0002,東京都渋谷区渋谷１－１４－９ 藤和宮益坂ビル１０Ｆ,03-5778-3803,https://jlc.tokyo,有,平日・土 11：00-14：00 16：00-20：00,有,東京都,渋谷区,13113,35.659752,139.702957
"千絵レディースクリニック代々木
上原",151-0066,東京都渋谷区西原３－１３－１６ パリス代々木上原２Ｆ,03-5466-2277,www.chielc.com,"有
産婦人科・産科・婦人科","月・水 8：00-13：00
火・木 11：00-18：00
金 8：00-11：00
隔週土 8：00-11：00",有,東京都,渋谷区,13113,35.669743,139.67984
斉藤医院,150-0013,東京都渋谷区恵比寿３－４５－１３,03-3441-9628,,有,"月・火・水・金 10：00-13：00 15：00-18：00
木・土 15：00-18：00",有,東京都,渋谷区,13113,35.644604,139.720535
"医療法人社団 敬亮会 木村レ
ディスクリニック",150-0021,東京都渋谷区恵比寿西１－１９－６,03-3463-8832,https://www.kimura-ladies.com,有,"平日 8:50-10:30 13:50-17:30
土 8：50-10：30",有,東京都,渋谷区,13113,35.646671,139.707275
"医療法人社団 新宿ウイメンズ
クリニック",151-0053,東京都渋谷区代々木２－１１－２０ 島津ビル３Ｆ,03-3370-5719,http://www.sinjuku-womens-clinic.com/,有,"月・水・木 10：00-13：00 14：00：18：00
火・金 10：00-13：00 14：00-19：00
土10：00-13：00",有,東京都,渋谷区,13113,35.687851,139.69751
"医療法人社団健豊会 西島クリ
ニック",150-0002,東京都渋谷区渋谷３－９－９東京建物渋谷ビル２階,03-3400-3637,https://nishijima-lc.com/,有,"月・火・木・金 9：00-11：30 14：00-17：00
土 9：00-11：30",有,東京都,渋谷区,13113,35.657013,139.704651
こんどうクリニック,150-0002,"東京都渋谷区渋谷３－１８－５ 佐藤エステートビル新館５
Ｆ",03-3400-4111,www.kondou.clinic.com,"有
婦人科","月・火・水・金 10：00-12：40 16：00-19：40
木 16：00-19：40",有,東京都,渋谷区,13113,35.657398,139.703613
篠原クリニック,151-0073,東京都渋谷区笹塚３－５８－１８,03-3377-6633,http://scl.la.coocan.jp/,有,"月・火・金 9：30-12：30 16：00-18：30
水 9：30-12：30 16：00-17：30
土 9：30-12：30",有,東京都,渋谷区,13113,35.678207,139.666031
東クリニック,151-0073,東京都渋谷区笹塚１－３０－３ ビラージュ笹塚３ ４Ｆ,03-3481-0380,,有,"月・火・木・金 9：30-11：00 14：30-18：00
土 9：30-11：00",有,東京都,渋谷区,13113,35.672932,139.666367
"医療法人社団ひさわ会 久野マ
インズタワークリニック",151-0053,東京都渋谷区代々木２－１－１ 新宿マインズタワー２階,03-3370-5906,https://www.hisano-clinic.com/,有,平日・土 11：30-17：00,有,東京都,渋谷区,13113,35.686947,139.699448
"医療法人社団鳳凰会 フェニッ
クスメディカルクリニック",151-0051,東京都渋谷区千駄ケ谷３－４１－６,03-3478-3535,http://www.phoenix.gr.jp,有,"平日 9：00-18：00
土 9：00-13：00",有,東京都,渋谷区,13113,35.678486,139.705582
代官山レディースクリニック,150-0033,東京都渋谷区猿楽町２３－７,03-5458-0393,,有,月・火・水・金・土 10：00-12：30 14：30-17：30,有,東京都,渋谷区,13113,35.648918,139.701614
